ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1391,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5
1392,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5
1393,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,5
1394,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
1395,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
1396,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
1397,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
1398,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6
1399,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6
1400,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6
1401,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
1402,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
1403,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
1404,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
1405,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
1406,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6
1407,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6
1408,5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6
1409,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
1410,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6
1411,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
1412,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6
1413,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
1414,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6
1415,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
1416,6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
1417,7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,6
1418,7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6
1419,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
1420,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6
1421,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
1422,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
1423,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
1424,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
1425,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6
1426,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6
1427,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6
1428,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6
1429,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6
1430,6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6
1431,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6
1432,6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6
1433,8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,6
1434,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
1435,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
1436,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6
1437,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
1438,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
1439,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6
1440,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,6
1441,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
1442,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6
1443,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6
1444,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
1445,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
1446,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
1447,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6
1448,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6
1449,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
1450,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
1451,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6
1452,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
1453,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
1454,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
1455,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
1456,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6
1457,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
1458,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
1459,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
1460,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
1461,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6
1462,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
1463,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6
1464,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
1465,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
1466,7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6
1467,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6
1468,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6
1469,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6
1470,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
1471,6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
1472,7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6
1473,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
1474,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
1475,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
1476,7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6
1477,6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6
1478,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6
1479,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6
1480,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
1481,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6
1482,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
1483,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
1484,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
1485,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6
1486,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
1487,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6
1488,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
1489,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
1490,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6
1491,6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6
1492,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6
1493,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6
1494,6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6
1495,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
1496,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
1497,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6
1498,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
1499,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6
1500,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
1501,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
1502,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
1503,6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6
1504,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
1505,6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6
1506,7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6
1507,6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6
1508,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
1509,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
1510,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
1511,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
1512,8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6
1513,7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6
1514,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6
1515,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6
1516,6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6
1517,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
1518,6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6
1519,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
1520,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
1521,6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6
1522,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6
1523,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
1524,6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6
1525,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6
1526,6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6
1527,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
1528,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
1529,5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,6
1530,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
1531,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
1532,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
1533,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
1534,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
1535,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
1536,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
1537,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6
1538,7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6
1539,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
1540,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6
1541,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
1542,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6
1543,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6
1544,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6
1545,6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6
1546,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6
1547,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
1548,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
1549,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6
1550,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6
1551,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
1552,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
1553,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
1554,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
1555,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
1556,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6
1557,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
1558,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
1559,7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6
1560,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
1561,9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
1562,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6
1563,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
1564,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
1565,9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6
1566,7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6
1567,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6
1568,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6
1569,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
1570,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6
1571,7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6
1572,5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6
1573,6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
1574,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
1575,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
1576,6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6
1577,6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6
1578,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
1579,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
1580,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
1581,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6
1582,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
1583,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
1584,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6
1585,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6
1586,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6
1587,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
1588,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
1589,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
1590,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
1591,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
1592,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
1593,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
1594,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
1595,7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
1596,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6
1597,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6
1598,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
1599,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6
1600,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6
1601,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6
1602,6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6
1603,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6
1604,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
1605,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
1606,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6
1607,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
1608,7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6
1609,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
1610,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
1611,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
1612,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
1613,5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6
1614,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6
1615,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6
1616,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
1617,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
1618,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6
1619,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
1620,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6
1621,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
1622,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
1623,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6
1624,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6
1625,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6
1626,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
1627,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6
1628,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
1629,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
1630,6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6
1631,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
1632,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6
1633,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6
1634,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6
1635,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6
1636,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
1637,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
1638,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6
1639,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6
1640,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
1641,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6
1642,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
1643,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6
1644,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6
1645,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6
1646,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
1647,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
1648,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
1649,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
1650,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6
1651,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6
1652,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
1653,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6
1654,7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6
1655,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6
1656,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6
1657,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
1658,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
1659,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
1660,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
1661,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
1662,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
1663,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
1664,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
1665,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
1666,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
1667,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
1668,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6
1669,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6
1670,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6
1671,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
1672,8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6
1673,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
1674,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
1675,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6
1676,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
1677,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6
1678,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6
1679,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6
1680,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
1681,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6
1682,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6
1683,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6
1684,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6
1685,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6
1686,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6
1687,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6
1688,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
1689,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
1690,8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6
1691,7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6
1692,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6
1693,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6
1694,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6
1695,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6
1696,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6
1697,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6
